timestamp_iso,level,source,message
"2026-02-02T21:21:57","WARN","WARN","- Login failed due to invalid password"
"2026-02-02T21:21:59","ERROR","payment-service","User login successful"
"2026-02-02T21:22:00","ERROR","payment-service","Retrying request"
"2026-02-02T21:22:00","ERROR","auth-service","Database timeout occurred"
"2026-02-02T21:22:03","WARN","WARN","- User login successful"
"2026-02-02T21:22:05","INFO","db-service","Database timeout occurred"
"2026-02-02T21:22:06","ERROR","ERROR","- Login failed due to invalid password"
"2026-02-02T21:22:06","DEBUG","DEBUG","- Retrying request"
"2026-02-02T21:22:07","INFO","INFO","- Retrying request"
"2026-02-02T21:22:07","DEBUG","DEBUG","- Retrying request"
"2026-02-02T21:22:07","WARN","api-gateway","Retrying request"
"2026-02-02T21:22:08","WARN","WARN","- Retrying request"
"2026-02-02T21:22:09","ERROR","auth-service","Retrying request"
"2026-02-02T21:22:11","WARN","db-service","Database timeout occurred"
"2026-02-02T21:22:13","WARN","db-service","Login failed due to invalid password"
"2026-02-02T21:22:15","WARN","auth-service","Database timeout occurred"
"2026-02-02T21:22:18","DEBUG","auth-service","Database timeout occurred"
"2026-02-02T21:22:18","WARN","api-gateway","User login successful"
"2026-02-02T21:22:20","WARN","payment-service","Retrying request"
"2026-02-02T21:22:22","DEBUG","DEBUG","- Login failed due to invalid password"
"2026-02-02T21:22:22","ERROR","api-gateway","Database timeout occurred"
"2026-02-02T21:22:24","INFO","payment-service","Connection closed unexpectedly"
"2026-02-02T21:22:24","ERROR","api-gateway","Connection closed unexpectedly"
"2026-02-02T21:22:25","DEBUG","api-gateway","User login successful"
"2026-02-02T21:22:25","INFO","api-gateway","Connection closed unexpectedly"
"2026-02-02T21:22:28","ERROR","ERROR","- User login successful"
"2026-02-02T21:22:29","ERROR","payment-service","Login failed due to invalid password"
"2026-02-02T21:22:30","WARN","WARN","- Connection closed unexpectedly"
"2026-02-02T21:22:31","INFO","db-service","Retrying request"
"2026-02-02T21:22:33","ERROR","api-gateway","Connection closed unexpectedly"
"2026-02-02T21:22:34","WARN","WARN","- User login successful"
"2026-02-02T21:22:36","ERROR","ERROR","- User login successful"
"2026-02-02T21:22:38","INFO","INFO","- User login successful"
"2026-02-02T21:22:39","WARN","payment-service","Login failed due to invalid password"
"2026-02-02T21:22:41","ERROR","ERROR","- User login successful"
"2026-02-02T21:22:42","ERROR","db-service","Login failed due to invalid password"
"2026-02-02T21:22:44","WARN","WARN","- Retrying request"
"2026-02-02T21:22:46","WARN","payment-service","Retrying request"
"2026-02-02T21:22:46","DEBUG","DEBUG","- User login successful"
"2026-02-02T21:22:47","ERROR","ERROR","- Login failed due to invalid password"
"2026-02-02T21:22:48","DEBUG","DEBUG","- User login successful"
"2026-02-02T21:22:49","ERROR","auth-service","Database timeout occurred"
"2026-02-02T21:22:50","DEBUG","DEBUG","- User login successful"
"2026-02-02T21:22:51","ERROR","payment-service","Retrying request"
"2026-02-02T21:22:51","WARN","WARN","- Connection closed unexpectedly"
"2026-02-02T21:22:52","INFO","INFO","- Database timeout occurred"
"2026-02-02T21:22:54","WARN","api-gateway","Connection closed unexpectedly"
"2026-02-02T21:22:56","ERROR","db-service","Database timeout occurred"
"2026-02-02T21:22:56","INFO","payment-service","Connection closed unexpectedly"
"2026-02-02T21:22:56","ERROR","api-gateway","User login successful"
"2026-02-02T21:23:00","ERROR","ERROR","- Login failed due to invalid password"
"2026-02-02T21:23:02","DEBUG","api-gateway","User login successful"
"2026-02-02T21:23:02","WARN","payment-service","Retrying request"
"2026-02-02T21:23:03","ERROR","ERROR","- Login failed due to invalid password"
"2026-02-02T21:23:07","INFO","payment-service","Database timeout occurred"
"2026-02-02T21:23:07","INFO","INFO","- Connection closed unexpectedly"
"2026-02-02T21:23:07","DEBUG","db-service","Connection closed unexpectedly"
"2026-02-02T21:23:08","DEBUG","DEBUG","- Database timeout occurred"
"2026-02-02T21:23:09","INFO","api-gateway","Connection closed unexpectedly"
"2026-02-02T21:23:11","INFO","INFO","- Login failed due to invalid password"
"2026-02-02T21:23:14","DEBUG","DEBUG","- Connection closed unexpectedly"
"2026-02-02T21:23:15","DEBUG","auth-service","User login successful"
"2026-02-02T21:23:15","WARN","WARN","- Login failed due to invalid password"
"2026-02-02T21:23:20","ERROR","payment-service","Database timeout occurred"
"2026-02-02T21:23:21","WARN","api-gateway","User login successful"
"2026-02-02T21:23:23","DEBUG","db-service","Connection closed unexpectedly"
"2026-02-02T21:23:25","INFO","INFO","- Database timeout occurred"
"2026-02-02T21:23:29","DEBUG","db-service","Connection closed unexpectedly"
"2026-02-02T21:23:30","INFO","payment-service","Retrying request"
"2026-02-02T21:23:31","WARN","WARN","- Login failed due to invalid password"
"2026-02-02T21:23:32","ERROR","auth-service","Database timeout occurred"
"2026-02-02T21:23:34","WARN","WARN","- Connection closed unexpectedly"
"2026-02-02T21:23:36","ERROR","ERROR","- Database timeout occurred"
"2026-02-02T21:23:37","INFO","INFO","- User login successful"
"2026-02-02T21:23:37","DEBUG","DEBUG","- Connection closed unexpectedly"
"2026-02-02T21:23:39","DEBUG","db-service","Connection closed unexpectedly"
"2026-02-02T21:23:39","DEBUG","auth-service","Retrying request"
"2026-02-02T21:23:43","ERROR","payment-service","Login failed due to invalid password"
"2026-02-02T21:23:44","WARN","auth-service","Retrying request"
"2026-02-02T21:23:47","DEBUG","payment-service","Database timeout occurred"
"2026-02-02T21:23:48","ERROR","db-service","Connection closed unexpectedly"
"2026-02-02T21:23:49","WARN","payment-service","Database timeout occurred"
"2026-02-02T21:23:52","ERROR","payment-service","Login failed due to invalid password"
"2026-02-02T21:23:52","WARN","WARN","- Login failed due to invalid password"
"2026-02-02T21:23:53","INFO","INFO","- Connection closed unexpectedly"
"2026-02-02T21:23:53","WARN","WARN","- Database timeout occurred"
"2026-02-02T21:23:54","ERROR","ERROR","- Database timeout occurred"
"2026-02-02T21:23:54","ERROR","ERROR","- Retrying request"
"2026-02-02T21:23:57","DEBUG","DEBUG","- Login failed due to invalid password"
"2026-02-02T21:23:57","DEBUG","auth-service","Login failed due to invalid password"
"2026-02-02T21:23:58","ERROR","auth-service","Retrying request"
"2026-02-02T21:23:58","INFO","payment-service","User login successful"
"2026-02-02T21:24:00","ERROR","auth-service","Database timeout occurred"
"2026-02-02T21:24:00","DEBUG","auth-service","Login failed due to invalid password"
"2026-02-02T21:24:03","DEBUG","db-service","Connection closed unexpectedly"
"2026-02-02T21:24:03","WARN","db-service","Database timeout occurred"
"2026-02-02T21:24:03","DEBUG","DEBUG","- Login failed due to invalid password"
"2026-02-02T21:24:05","ERROR","auth-service","Connection closed unexpectedly"
"2026-02-02T21:24:07","DEBUG","auth-service","Login failed due to invalid password"
"2026-02-02T21:24:08","DEBUG","DEBUG","- Connection closed unexpectedly"
"2026-02-02T21:24:09","DEBUG","db-service","Database timeout occurred"
"2026-02-02T21:24:11","DEBUG","db-service","Login failed due to invalid password"
"2026-02-02T21:24:12","INFO","INFO","- User login successful"
"2026-02-02T21:24:14","WARN","WARN","- Connection closed unexpectedly"
"2026-02-02T21:24:16","ERROR","api-gateway","Database timeout occurred"
"2026-02-02T21:24:17","ERROR","db-service","Connection closed unexpectedly"
"2026-02-02T21:24:20","DEBUG","DEBUG","- Database timeout occurred"
"2026-02-02T21:24:20","INFO","INFO","- Retrying request"
"2026-02-02T21:24:21","ERROR","db-service","Login failed due to invalid password"
"2026-02-02T21:24:21","ERROR","payment-service","Database timeout occurred"
"2026-02-02T21:24:22","WARN","auth-service","User login successful"
"2026-02-02T21:24:23","WARN","db-service","Database timeout occurred"
"2026-02-02T21:24:25","INFO","payment-service","Login failed due to invalid password"
"2026-02-02T21:24:27","ERROR","ERROR","- Database timeout occurred"
"2026-02-02T21:24:28","ERROR","ERROR","- Database timeout occurred"
"2026-02-02T21:24:29","INFO","INFO","- Database timeout occurred"
"2026-02-02T21:24:31","WARN","db-service","Database timeout occurred"
"2026-02-02T21:24:31","INFO","db-service","Database timeout occurred"
"2026-02-02T21:24:31","WARN","auth-service","Connection closed unexpectedly"
"2026-02-02T21:24:33","INFO","api-gateway","User login successful"
"2026-02-02T21:24:35","INFO","INFO","- User login successful"
"2026-02-02T21:24:37","DEBUG","DEBUG","- Connection closed unexpectedly"
"2026-02-02T21:24:38","WARN","WARN","- Login failed due to invalid password"
"2026-02-02T21:24:40","WARN","WARN","- Login failed due to invalid password"
"2026-02-02T21:24:42","ERROR","ERROR","- User login successful"
"2026-02-02T21:24:42","INFO","auth-service","Login failed due to invalid password"
"2026-02-02T21:24:48","WARN","api-gateway","Database timeout occurred"
"2026-02-02T21:24:48","WARN","WARN","- User login successful"
"2026-02-02T21:24:52","INFO","INFO","- Retrying request"
"2026-02-02T21:24:54","INFO","INFO","- Login failed due to invalid password"
"2026-02-02T21:24:56","DEBUG","DEBUG","- Login failed due to invalid password"
"2026-02-02T21:24:57","INFO","api-gateway","Connection closed unexpectedly"
"2026-02-02T21:24:58","WARN","WARN","- Connection closed unexpectedly"
"2026-02-02T21:24:58","DEBUG","api-gateway","Login failed due to invalid password"
"2026-02-02T21:25:01","WARN","db-service","Connection closed unexpectedly"
"2026-02-02T21:25:03","INFO","INFO","- Retrying request"
"2026-02-02T21:25:03","DEBUG","DEBUG","- Retrying request"
"2026-02-02T21:25:05","WARN","WARN","- Database timeout occurred"
"2026-02-02T21:25:07","ERROR","api-gateway","Login failed due to invalid password"
"2026-02-02T21:25:10","WARN","WARN","- Database timeout occurred"
"2026-02-02T21:25:12","INFO","db-service","User login successful"
"2026-02-02T21:25:13","ERROR","db-service","Database timeout occurred"
"2026-02-02T21:25:15","ERROR","payment-service","Database timeout occurred"
"2026-02-02T21:25:15","WARN","db-service","Login failed due to invalid password"
"2026-02-02T21:25:15","ERROR","ERROR","- Connection closed unexpectedly"
"2026-02-02T21:25:15","ERROR","payment-service","Retrying request"
"2026-02-02T21:25:16","DEBUG","payment-service","Retrying request"
"2026-02-02T21:25:18","INFO","INFO","- Database timeout occurred"
"2026-02-02T21:25:20","ERROR","auth-service","Retrying request"
"2026-02-02T21:25:23","ERROR","payment-service","Connection closed unexpectedly"
"2026-02-02T21:25:25","DEBUG","payment-service","Connection closed unexpectedly"
"2026-02-02T21:25:26","DEBUG","DEBUG","- Login failed due to invalid password"
"2026-02-02T21:25:26","INFO","api-gateway","Retrying request"
"2026-02-02T21:25:28","DEBUG","DEBUG","- Retrying request"
"2026-02-02T21:25:30","DEBUG","payment-service","Retrying request"
"2026-02-02T21:25:30","INFO","api-gateway","Database timeout occurred"
"2026-02-02T21:25:31","ERROR","api-gateway","Database timeout occurred"
"2026-02-02T21:25:34","ERROR","ERROR","- Connection closed unexpectedly"
"2026-02-02T21:25:35","WARN","WARN","- Retrying request"
"2026-02-02T21:25:36","DEBUG","payment-service","Connection closed unexpectedly"
"2026-02-02T21:25:37","DEBUG","db-service","User login successful"
"2026-02-02T21:25:39","WARN","WARN","- Login failed due to invalid password"
"2026-02-02T21:25:42","WARN","WARN","- Database timeout occurred"
"2026-02-02T21:25:43","INFO","db-service","Retrying request"
"2026-02-02T21:25:43","WARN","payment-service","Database timeout occurred"
"2026-02-02T21:25:44","INFO","INFO","- Login failed due to invalid password"
"2026-02-02T21:25:46","INFO","payment-service","Connection closed unexpectedly"
"2026-02-02T21:25:46","ERROR","payment-service","Connection closed unexpectedly"
"2026-02-02T21:25:49","ERROR","payment-service","Login failed due to invalid password"
"2026-02-02T21:25:51","INFO","api-gateway","User login successful"
"2026-02-02T21:25:52","ERROR","auth-service","Login failed due to invalid password"
"2026-02-02T21:25:53","WARN","auth-service","Retrying request"
"2026-02-02T21:25:56","DEBUG","payment-service","Retrying request"
"2026-02-02T21:25:58","ERROR","api-gateway","Login failed due to invalid password"
"2026-02-02T21:25:58","INFO","api-gateway","Database timeout occurred"
"2026-02-02T21:26:00","DEBUG","auth-service","User login successful"
"2026-02-02T21:26:01","INFO","api-gateway","Connection closed unexpectedly"
"2026-02-02T21:26:02","ERROR","ERROR","- Connection closed unexpectedly"
"2026-02-02T21:26:04","ERROR","payment-service","User login successful"
"2026-02-02T21:26:04","WARN","auth-service","Connection closed unexpectedly"
"2026-02-02T21:26:06","DEBUG","DEBUG","- Connection closed unexpectedly"
"2026-02-02T21:26:07","ERROR","ERROR","- Database timeout occurred"
"2026-02-02T21:26:09","ERROR","ERROR","- Retrying request"
"2026-02-02T21:26:11","WARN","db-service","Database timeout occurred"
"2026-02-02T21:26:13","ERROR","ERROR","- Connection closed unexpectedly"
"2026-02-02T21:26:15","INFO","db-service","Login failed due to invalid password"
"2026-02-02T21:26:17","WARN","api-gateway","Database timeout occurred"
"2026-02-02T21:26:17","DEBUG","DEBUG","- Connection closed unexpectedly"
"2026-02-02T21:26:17","WARN","WARN","- Connection closed unexpectedly"
"2026-02-02T21:26:19","WARN","WARN","- Retrying request"
"2026-02-02T21:26:19","DEBUG","db-service","Retrying request"
"2026-02-02T21:26:21","ERROR","db-service","Connection closed unexpectedly"
"2026-02-02T21:26:22","DEBUG","DEBUG","- User login successful"
"2026-02-02T21:26:23","ERROR","auth-service","Connection closed unexpectedly"
"2026-02-02T21:26:23","DEBUG","payment-service","User login successful"
"2026-02-02T21:26:24","DEBUG","db-service","Retrying request"
"2026-02-02T21:26:24","DEBUG","auth-service","Retrying request"
"2026-02-02T21:26:25","INFO","api-gateway","Login failed due to invalid password"
"2026-02-02T21:26:26","INFO","db-service","User login successful"
"2026-02-02T21:26:26","ERROR","ERROR","- Database timeout occurred"
"2026-02-02T21:26:29","WARN","api-gateway","Login failed due to invalid password"
"2026-02-02T21:26:29","DEBUG","DEBUG","- Database timeout occurred"
"2026-02-02T21:26:30","DEBUG","DEBUG","- Retrying request"
"2026-02-02T21:26:30","INFO","payment-service","Login failed due to invalid password"
"2026-02-02T21:26:30","DEBUG","DEBUG","- Login failed due to invalid password"
"2026-02-02T21:26:32","WARN","auth-service","Connection closed unexpectedly"
"2026-02-02T21:26:32","WARN","WARN","- Login failed due to invalid password"
"2026-02-02T21:26:34","ERROR","ERROR","- Database timeout occurred"
"2026-02-02T21:26:34","WARN","WARN","- Retrying request"
"2026-02-02T21:26:36","WARN","db-service","Login failed due to invalid password"
"2026-02-02T21:26:36","WARN","WARN","- User login successful"
"2026-02-02T21:26:36","DEBUG","DEBUG","- Login failed due to invalid password"
"2026-02-02T21:26:37","DEBUG","db-service","Retrying request"
"2026-02-02T21:26:38","ERROR","api-gateway","Login failed due to invalid password"
"2026-02-02T21:26:39","INFO","INFO","- Connection closed unexpectedly"
"2026-02-02T21:26:39","WARN","db-service","User login successful"
"2026-02-02T21:26:40","ERROR","ERROR","- Connection closed unexpectedly"
"2026-02-02T21:26:40","WARN","api-gateway","Retrying request"
"2026-02-02T21:26:41","INFO","payment-service","Retrying request"
"2026-02-02T21:26:43","DEBUG","DEBUG","- Connection closed unexpectedly"
"2026-02-02T21:26:43","INFO","INFO","- Connection closed unexpectedly"
"2026-02-02T21:26:45","ERROR","ERROR","- User login successful"
"2026-02-02T21:26:45","DEBUG","db-service","Connection closed unexpectedly"
"2026-02-02T21:26:45","INFO","payment-service","Connection closed unexpectedly"
"2026-02-02T21:26:47","WARN","WARN","- Retrying request"
"2026-02-02T21:26:47","ERROR","db-service","Database timeout occurred"
"2026-02-02T21:26:47","DEBUG","DEBUG","- User login successful"
"2026-02-02T21:26:49","ERROR","ERROR","- User login successful"
"2026-02-02T21:26:51","DEBUG","api-gateway","Retrying request"
"2026-02-02T21:26:53","WARN","WARN","- Database timeout occurred"
"2026-02-02T21:26:55","INFO","INFO","- Connection closed unexpectedly"
"2026-02-02T21:26:57","WARN","WARN","- Login failed due to invalid password"
"2026-02-02T21:26:59","WARN","WARN","- Connection closed unexpectedly"
"2026-02-02T21:27:01","INFO","INFO","- Retrying request"
"2026-02-02T21:27:03","DEBUG","db-service","Retrying request"
"2026-02-02T21:27:03","ERROR","ERROR","- Login failed due to invalid password"
"2026-02-02T21:27:03","WARN","db-service","Retrying request"
"2026-02-02T21:27:03","INFO","db-service","Database timeout occurred"
"2026-02-02T21:27:04","INFO","payment-service","Retrying request"
"2026-02-02T21:27:04","WARN","api-gateway","Connection closed unexpectedly"
"2026-02-02T21:27:06","INFO","INFO","- User login successful"
"2026-02-02T21:27:09","WARN","auth-service","Login failed due to invalid password"
"2026-02-02T21:27:09","INFO","INFO","- Retrying request"
"2026-02-02T21:27:11","DEBUG","auth-service","Database timeout occurred"
"2026-02-02T21:27:12","INFO","INFO","- Login failed due to invalid password"
"2026-02-02T21:27:12","WARN","WARN","- Database timeout occurred"
"2026-02-02T21:27:14","WARN","WARN","- Database timeout occurred"
"2026-02-02T21:27:16","DEBUG","auth-service","User login successful"
"2026-02-02T21:27:18","INFO","payment-service","Retrying request"
"2026-02-02T21:27:23","ERROR","ERROR","- Login failed due to invalid password"
"2026-02-02T21:27:26","DEBUG","DEBUG","- Connection closed unexpectedly"
"2026-02-02T21:27:26","ERROR","db-service","Retrying request"
"2026-02-02T21:27:26","WARN","WARN","- Retrying request"
"2026-02-02T21:27:29","WARN","WARN","- Connection closed unexpectedly"
"2026-02-02T21:27:29","WARN","payment-service","Retrying request"
"2026-02-02T21:27:29","INFO","INFO","- User login successful"
"2026-02-02T21:27:31","DEBUG","api-gateway","User login successful"
"2026-02-02T21:27:33","DEBUG","db-service","User login successful"
"2026-02-02T21:27:34","DEBUG","db-service","Retrying request"
"2026-02-02T21:27:36","INFO","auth-service","Retrying request"
"2026-02-02T21:27:37","DEBUG","DEBUG","- Login failed due to invalid password"
"2026-02-02T21:27:39","INFO","db-service","Database timeout occurred"
"2026-02-02T21:27:41","WARN","db-service","Login failed due to invalid password"
"2026-02-02T21:27:41","DEBUG","api-gateway","Database timeout occurred"
"2026-02-02T21:27:42","ERROR","auth-service","User login successful"
"2026-02-02T21:27:42","WARN","payment-service","User login successful"
"2026-02-02T21:27:43","INFO","payment-service","Connection closed unexpectedly"
"2026-02-02T21:27:45","ERROR","ERROR","- Database timeout occurred"
"2026-02-02T21:27:47","DEBUG","DEBUG","- Retrying request"
"2026-02-02T21:27:47","ERROR","ERROR","- Database timeout occurred"
"2026-02-02T21:27:47","WARN","WARN","- User login successful"
"2026-02-02T21:27:47","DEBUG","api-gateway","User login successful"
"2026-02-02T21:27:47","WARN","db-service","Login failed due to invalid password"
"2026-02-02T21:27:50","INFO","INFO","- Database timeout occurred"
"2026-02-02T21:27:51","DEBUG","db-service","Login failed due to invalid password"
"2026-02-02T21:27:53","WARN","WARN","- Connection closed unexpectedly"
"2026-02-02T21:27:53","DEBUG","DEBUG","- Retrying request"
"2026-02-02T21:27:55","DEBUG","api-gateway","Database timeout occurred"
"2026-02-02T21:27:56","DEBUG","api-gateway","Login failed due to invalid password"
"2026-02-02T21:27:56","DEBUG","DEBUG","- Connection closed unexpectedly"
"2026-02-02T21:27:58","DEBUG","DEBUG","- Retrying request"
"2026-02-02T21:27:59","INFO","INFO","- User login successful"
"2026-02-02T21:28:00","ERROR","payment-service","User login successful"
"2026-02-02T21:28:02","INFO","INFO","- Retrying request"
"2026-02-02T21:28:04","ERROR","api-gateway","User login successful"
"2026-02-02T21:28:06","WARN","WARN","- Connection closed unexpectedly"
"2026-02-02T21:28:08","ERROR","ERROR","- Retrying request"
"2026-02-02T21:28:10","DEBUG","auth-service","Database timeout occurred"
"2026-02-02T21:28:12","INFO","payment-service","Database timeout occurred"
"2026-02-02T21:28:13","INFO","db-service","Database timeout occurred"
"2026-02-02T21:28:15","ERROR","ERROR","- Login failed due to invalid password"
"2026-02-02T21:28:16","DEBUG","DEBUG","- Retrying request"
"2026-02-02T21:28:16","INFO","INFO","- Retrying request"
"2026-02-02T21:28:16","INFO","INFO","- Database timeout occurred"
"2026-02-02T21:28:17","ERROR","ERROR","- Connection closed unexpectedly"
"2026-02-02T21:28:17","ERROR","auth-service","Database timeout occurred"
"2026-02-02T21:28:19","INFO","payment-service","Login failed due to invalid password"
"2026-02-02T21:28:20","ERROR","ERROR","- Database timeout occurred"
"2026-02-02T21:28:20","INFO","api-gateway","User login successful"
"2026-02-02T21:28:22","INFO","INFO","- Login failed due to invalid password"
"2026-02-02T21:28:23","ERROR","ERROR","- Connection closed unexpectedly"
"2026-02-02T21:28:25","DEBUG","payment-service","Retrying request"
"2026-02-02T21:28:26","INFO","api-gateway","Database timeout occurred"
"2026-02-02T21:28:31","WARN","WARN","- Retrying request"
"2026-02-02T21:28:32","DEBUG","DEBUG","- Retrying request"
"2026-02-02T21:28:33","ERROR","ERROR","- Database timeout occurred"
"2026-02-02T21:28:33","WARN","api-gateway","Retrying request"
"2026-02-02T21:28:35","ERROR","ERROR","- Retrying request"
"2026-02-02T21:28:36","DEBUG","DEBUG","- Login failed due to invalid password"
"2026-02-02T21:28:36","DEBUG","DEBUG","- Login failed due to invalid password"
"2026-02-02T21:28:38","INFO","auth-service","User login successful"
"2026-02-02T21:28:41","DEBUG","DEBUG","- Connection closed unexpectedly"
"2026-02-02T21:28:41","INFO","INFO","- Login failed due to invalid password"
"2026-02-02T21:28:43","INFO","db-service","Connection closed unexpectedly"
"2026-02-02T21:28:43","WARN","auth-service","Retrying request"
"2026-02-02T21:28:45","ERROR","ERROR","- User login successful"
"2026-02-02T21:28:46","WARN","auth-service","Retrying request"
"2026-02-02T21:28:47","DEBUG","payment-service","User login successful"
"2026-02-02T21:28:48","WARN","auth-service","Connection closed unexpectedly"
"2026-02-02T21:28:50","INFO","auth-service","Retrying request"
"2026-02-02T21:28:53","ERROR","ERROR","- User login successful"
"2026-02-02T21:28:54","DEBUG","db-service","Login failed due to invalid password"
"2026-02-02T21:28:54","WARN","auth-service","Database timeout occurred"
"2026-02-02T21:28:54","INFO","INFO","- Retrying request"
"2026-02-02T21:28:57","DEBUG","DEBUG","- Retrying request"
"2026-02-02T21:29:01","INFO","INFO","- User login successful"
"2026-02-02T21:29:03","WARN","api-gateway","Connection closed unexpectedly"
"2026-02-02T21:29:04","WARN","auth-service","Database timeout occurred"
"2026-02-02T21:29:05","WARN","auth-service","Retrying request"
"2026-02-02T21:29:05","WARN","WARN","- Database timeout occurred"
"2026-02-02T21:29:06","DEBUG","payment-service","Database timeout occurred"
"2026-02-02T21:29:08","INFO","INFO","- Connection closed unexpectedly"
"2026-02-02T21:29:10","WARN","api-gateway","Retrying request"
"2026-02-02T21:29:10","DEBUG","DEBUG","- Retrying request"
"2026-02-02T21:29:11","INFO","INFO","- Database timeout occurred"
"2026-02-02T21:29:11","WARN","WARN","- User login successful"
"2026-02-02T21:29:12","WARN","auth-service","Retrying request"
"2026-02-02T21:29:13","WARN","WARN","- User login successful"
"2026-02-02T21:29:13","WARN","api-gateway","Login failed due to invalid password"
"2026-02-02T21:29:13","DEBUG","payment-service","Login failed due to invalid password"
"2026-02-02T21:29:17","INFO","auth-service","Database timeout occurred"
"2026-02-02T21:29:19","DEBUG","db-service","Login failed due to invalid password"
"2026-02-02T21:29:19","INFO","INFO","- Login failed due to invalid password"
"2026-02-02T21:29:20","ERROR","ERROR","- Database timeout occurred"
"2026-02-02T21:29:20","DEBUG","DEBUG","- Login failed due to invalid password"
"2026-02-02T21:29:21","WARN","WARN","- Retrying request"
"2026-02-02T21:29:24","ERROR","ERROR","- Connection closed unexpectedly"
"2026-02-02T21:29:25","INFO","INFO","- Connection closed unexpectedly"
"2026-02-02T21:29:25","DEBUG","DEBUG","- Retrying request"
"2026-02-02T21:29:25","INFO","db-service","Retrying request"
"2026-02-02T21:29:27","DEBUG","db-service","Connection closed unexpectedly"
"2026-02-02T21:29:28","ERROR","ERROR","- Connection closed unexpectedly"
"2026-02-02T21:29:30","INFO","INFO","- Retrying request"
"2026-02-02T21:29:30","ERROR","db-service","Connection closed unexpectedly"
"2026-02-02T21:29:31","DEBUG","auth-service","Retrying request"
"2026-02-02T21:29:32","INFO","INFO","- Login failed due to invalid password"
"2026-02-02T21:29:34","ERROR","ERROR","- Retrying request"
"2026-02-02T21:29:35","INFO","payment-service","Database timeout occurred"
"2026-02-02T21:29:37","DEBUG","db-service","Login failed due to invalid password"
"2026-02-02T21:29:40","ERROR","ERROR","- Database timeout occurred"
"2026-02-02T21:29:40","DEBUG","DEBUG","- User login successful"
"2026-02-02T21:29:42","DEBUG","payment-service","Connection closed unexpectedly"
"2026-02-02T21:29:44","WARN","WARN","- Login failed due to invalid password"
"2026-02-02T21:29:47","WARN","WARN","- User login successful"
"2026-02-02T21:29:48","INFO","INFO","- Database timeout occurred"
"2026-02-02T21:29:49","INFO","INFO","- Retrying request"
"2026-02-02T21:29:50","ERROR","ERROR","- Retrying request"
"2026-02-02T21:29:52","DEBUG","DEBUG","- User login successful"
"2026-02-02T21:29:52","WARN","WARN","- Database timeout occurred"
"2026-02-02T21:29:52","INFO","api-gateway","Connection closed unexpectedly"
"2026-02-02T21:29:52","WARN","WARN","- Login failed due to invalid password"
"2026-02-02T21:29:52","ERROR","payment-service","Database timeout occurred"
"2026-02-02T21:29:53","INFO","INFO","- Retrying request"
"2026-02-02T21:29:55","INFO","api-gateway","Database timeout occurred"
"2026-02-02T21:29:55","DEBUG","api-gateway","User login successful"
"2026-02-02T21:29:59","ERROR","ERROR","- Connection closed unexpectedly"
